AD_Org_ID[Name],C_Country_ID[Name],C_Region_ID[Name],Name,IsActive,Postal,AreaCode,Locode,Coordinates
,,,WAK WAK,Y,822,,,
,,,WARRUWI,Y,822,,,
,,,WEDDELL,Y,822,,,
,,,WEST ARNHEM,Y,822,,,
,,,WICKHAM,Y,822,,,
,,,WINNELLIE,Y,822,,,
,,,WISHART,Y,822,,,
,,,WOOLANING,Y,822,,,
,,,WURRUMIYANGA,Y,822,,,
,,,BERRIMAH,Y,828,,,
,,,KNUCKEY LAGOON,Y,828,,,
,,,HOLTZE,Y,829,,,
,,,PINELANDS,Y,829,,,
,,,ARCHER,Y,830,,,
,,,DRIVER,Y,830,,,
,,,DURACK,Y,830,,,
,,,FARRAR,Y,830,,,
,,,GRAY,Y,830,,,
,,,MARLOW LAGOON,Y,830,,,
,,,MOULDEN,Y,830,,,
,,,PALMERSTON,Y,830,,,
,,,SHOAL BAY,Y,830,,,
,,,WOODROFFE,Y,830,,,
,,,YARRAWONGA,Y,830,,,
,,,PALMERSTON,Y,831,,,
,,,BAKEWELL,Y,832,,,
,,,BELLAMACK,Y,832,,,
,,,GUNN,Y,832,,,
,,,JOHNSTON,Y,832,,,
,,,MITCHELL,Y,832,,,
,,,ROSEBERY,Y,832,,,
,,,ROSEBERY HEIGHTS,Y,832,,,
,,,ZUCCOLI,Y,832,,,
,,,VIRGINIA,Y,834,,,
,,,Coolalinga,Y,835,,,
,,,HOWARD SPRINGS,Y,835,,,
,,,VIRGINIA,Y,835,,,
,,,GIRRAWEEN,Y,836,,,
,,,HERBERT,Y,836,,,
,,,HUMPTY DOO,Y,836,,,
,,,MANTON,Y,837,,,
,,,NOONAMAH,Y,837,,,
,,,BERRY SPRINGS,Y,838,,,
,,,COOLALINGA,Y,839,,,
,,,DUNDEE BEACH,Y,840,,,
,,,DUNDEE DOWNS,Y,840,,,
,,,DUNDEE FOREST,Y,840,,,
,,,DARWIN RIVER,Y,841,,,
,,,BATCHELOR,Y,845,,,
,,,ADELAIDE RIVER,Y,846,,,
,,,PINE CREEK,Y,847,,,
,,,COSSACK,Y,850,,,
,,,EMUNGALAN,Y,850,,,
,,,KATHERINE,Y,850,,,
,,,KATHERINE EAST,Y,850,,,
,,,KATHERINE SOUTH,Y,850,,,
,,,LANSDOWNE,Y,850,,,
,,,KATHERINE,Y,851,,,
,,,ARNOLD,Y,852,,,
,,,BAINES,Y,852,,,
,,,BARUNGA,Y,852,,,
,,,BESWICK,Y,852,,,
,,,BESWICK CREEK,Y,852,,,
,,,BINJARI,Y,852,,,
,,,BIRDUM,Y,852,,,
,,,BRADSHAW,Y,852,,,
,,,BUCHANAN,Y,852,,,
,,,BULMAN WEEMOL,Y,852,,,
,,,CRESWELL,Y,852,,,
,,,DAGURAGU,Y,852,,,
,,,DALY WATERS,Y,852,,,
,,,DELAMERE,Y,852,,,
,,,DUNMARRA,Y,852,,,
,,,EDITH,Y,852,,,
,,,EDITH RIVER,Y,852,,,
,,,ELSEY,Y,852,,,
,,,ELSEY STATION,Y,852,,,
,,,FLORINA,Y,852,,,
,,,FLYING FOX,Y,852,,,
,,,GREGORY,Y,852,,,
,,,GULUNG MARDRULK,Y,852,,,
,,,GURINDJI,Y,852,,,
,,,HELEN SPRINGS STATION,Y,852,,,
,,,JILKMINGGAN,Y,852,,,
,,,KALKARINDJI,Y,852,,,
,,,KALKARINGI,Y,852,,,
,,,KATHERINE,Y,852,,,
,,,LAJAMANU,Y,852,,,
,,,LARRIMAH,Y,852,,,
,,,LIMMEN,Y,852,,,
,,,MANBULLOO,Y,852,,,
,,,MARANBOY,Y,852,,,
,,,MATARANKA,Y,852,,,
,,,MCARTHUR,Y,852,,,
,,,MINIYERI,Y,852,,,
,,,NGUKURR,Y,852,,,
,,,NITMILUK,Y,852,,,
,,,NUMBULWAR,Y,852,,,
,,,NUTWOOD DOWNS,Y,852,,,
,,,PELLEW ISLANDS,Y,852,,,
,,,PIGEON HOLE,Y,852,,,
,,,ROBINSON RIVER,Y,852,,,
,,,STURT PLATEAU,Y,852,,,
,,,TANAMI EAST,Y,852,,,
,,,TIMBER CREEK,Y,852,,,
,,,TOP SPRINGS,Y,852,,,
,,,URALLA,Y,852,,,
,,,VENN,Y,852,,,
,,,VICTORIA RIVER,Y,852,,,
,,,VICTORIA RIVER DOWNS,Y,852,,,
,,,WARUMUNGU,Y,852,,,
,,,WAVE HILL,Y,852,,,
,,,WILTON,Y,852,,,
,,,YARRALIN,Y,852,,,
,,,TINDAL,Y,853,,,
,,,TINDAL RAAF,Y,853,,,
,,,BORROLOOLA,Y,854,,,
,,,KING ASH BAY,Y,854,,,
,,,TENNANT CREEK,Y,860,,,
,,,BRUNCHILLY,Y,861,,,
,,,TENNANT CREEK,Y,861,,,
,,,AVON DOWNS,Y,862,,,
,,,CALVERT,Y,862,,,
,,,CRESSWELL DOWNS,Y,862,,,
